date,gdp,p_gdp,c_priv,p_c_priv,c_gov,p_c_gov,gfcf_equip,p_gfcf_equip,gfcf_constr,p_gfcf_constr,gfcf_other,p_gfcf_other,x,p_x,m,p_m,inv,cpi,cpi_core,ppi,ppi_core,ppi_constr,ppi_agri,prod_ind,prod_constr,ord,ord_constr,to,to_retail,to_constr,emp,h_ind,h_constr,w,cdax,neer19,neer38,i1y,i5y,i10y,comm_en,comm_exen,survey_indu,survey_serv,survey_cons,survey_reta,survey_buil,survey_eei,med_gdp,min_gdp,max_gdp,med_cpi,min_cpi,max_cpi,flag_estim
1996-03-01,-0.729526834474535,-0.11963449987888,0.206443274275873,-0.00282622597253306,0.206443274275873,0.445583110429432,-0.101515489828834,-0.208754693922262,-8.65517763138178,-0.321649821413815,3.24352757531537,-0.358712141549544,1.75193520296059,-0.360332685851515,1.09479629931541,0.0225337604971117,0.5,0.266109261768652,0.221647671089197,-1.39073844623381,-0.285205184413516,-0.203458869778757,NaN,0.40916587362474,0.40916587362474,-0.337919703647889,-4.67057545978891,-1.23373737598409,-0.197693639345588,-16.5581230219935,-0.212904450875221,-1.13584475412372,-20.2302011389384,0.103181436497339,8.16838764506983,-0.422383167439444,0.00511516800880667,-0.456666666666667,-0.0233333333333343,-0.0100000000000007,7.39366659434528,-1.26650769432667,-7.63333333333333,-0.06666666666667,-3.96666666666667,-0.200000000000003,-2.46666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1996-06-01,1.49749550189734,-0.0897631669274746,0.573625686766165,0.155981794768591,0.573625686766165,-0.261057098605033,3.99626584786143,-0.484990772320297,10.4985913668055,-0.419525012628573,3.20051244011663,-1.322522974957,0.296428259151464,-0.00820586651564745,0.0143256213983233,0.714717704869592,-0.8,0.567860696884329,0.515275339565633,-0.151515180501065,-0.107162003468199,-0.101884878910288,NaN,0.326131556901151,0.326131556901151,2.19999308018631,-1.13018772092983,1.6868419119441,0.131839175325823,14.8650796736198,0.124249342967392,-1.54734746955914,18.6724490569423,-0.14251667154086,1.16934441557377,-1.28936663984907,-0.559595739408324,0.0833333333333335,0.166666666666667,0.18,8.43165837405829,2.8790263793559,-3.06666666666667,-1.8,-3.3,0.800000000000001,5.16666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1996-09-01,0.490597876885441,0.181530570684374,0.290964158074576,0.170575122765536,0.290964158074576,0.227167930937895,-0.755671102256123,-0.360647625581619,-0.422397023580955,-0.0884004650242484,0.616289551495234,0.0789623799929435,2.10873240684274,-0.362340654914339,0.813186591112903,-0.589242393969297,-0.2,0.226244440396954,0.256645420430199,-0.0379146923973372,-0.143061540851944,-0.101988790074541,NaN,0.6895180431254,0.6895180431254,0.941626543151569,2.14666323442081,0.541029272824748,0.197433430371761,2.34281505343575,-0.242725750404406,-0.9155044688994,-1.28517537747079,0.284830522084494,0.999687482466946,1.35841577689996,2.00560609267877,-0.0766666666666667,-0.126666666666666,-0.156666666666666,5.96005561867447,-6.94352514985897,2.03333333333333,2.59999999999999,-0.866666666666667,4.93333333333333,-2.66666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1996-12-01,0.466555395212923,0.238981963246655,0.214984496431847,0.273532698213929,0.214984496431847,0.501528505724643,2.49700863477589,0.0491825330764718,-1.22085460908007,-0.232863840308946,0.20458870207895,0.0260919077125505,4.64343853796954,0.0689275120055622,3.50423235006825,1.10342737372861,0.1,0.450959050597506,0.255988437468919,0.680274732275262,0.21451563463882,-0.204290162980029,NaN,0.483871911822313,0.483871911822313,0.74696892600097,-3.45713440650888,1.6942001305593,-1.42362940702291,-0.760400327077232,-0.296806581419248,-1.06255952892385,-3.65446890395654,0.0735312173134521,6.67309408621736,-1.31678057362317,-0.699398586301748,-0.11,-0.453333333333334,-0.413333333333334,12.6636899030749,-2.97524050521556,2.66666666666666,0.333333333333336,0.466666666666669,0.366666666666667,-2.26666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-03-01,-0.455680510747852,0.00843181686233431,0.407201591378912,0.566332688623298,0.407201591378912,-0.56501555254628,0.601012599997831,-0.276193179607069,-5.72144271487253,0.518330583515603,1.75100342301276,0.976438368953162,1.31924408849708,0.479540434881448,2.62674186981456,1.36005192141985,0.3,0.598132624360984,0.582667344020597,0.263306527901772,-0.0357206647841751,-0.204708362172491,NaN,0.481541861486657,0.481541861486657,2.20800138418583,-2.73815259874595,-0.132714020806257,-0.233683965464121,-6.08575482582853,-0.154688274538903,-0.913031776960108,-11.1518943943237,-0.38295412080216,13.556674405225,-3.54869730192829,-3.51701788281335,0.0200000000000005,-0.17,-0.183333333333333,-2.40768294115211,13.0178198600434,5.1,-1.26666666666667,1.4,-1.2,5.06666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-06-01,1.26426666385856,-0.101792856146371,0.448144155906867,-0.0922271150179759,0.448144155906867,-0.451340564297603,0.461957343269158,-0.344102291324741,3.83749618390903,-0.33351186931732,0.671959065676185,-0.22453102618407,3.42200447511493,0.344592682355394,0.931105423308958,0.608828050700323,-0.3,0.223380584324055,0.290065468063731,0.225140808045743,0.321027563024841,-0.205128277055725,NaN,0.995825795553467,0.995825795553467,2.78169573027649,-2.59415092019595,1.92903833526821,0.599801864855341,2.53958641411236,0.133878785336753,-1.62419697984782,6.38222893523206,-0.103354095377906,9.37880268194091,-2.25460197737576,-1.89857478095405,0,0.0666666666666664,0.0666666666666664,-9.96712857133373,7.65348113176799,3.7,2.6,-0.466666666666669,-2.56666666666667,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-09-01,0.364416266092575,0.185814384299175,-0.962780222595677,1.04170116226384,-0.962780222595677,-0.602772982581692,1.15904262470851,-0.0462932220902111,-0.233145627271967,-0.00737401084574653,3.61029834948524,-0.533132482809873,4.1476134086316,0.42491394638371,2.47152168241455,1.07106145476181,0.4,0.851699279142152,0.97280536582515,0.523365680610955,0.461894585629446,-0.102722145653014,NaN,0.986006805099641,0.986006805099641,1.88478075543537,-0.22109228550703,2.61424787053036,-2.25106095094485,-2.70669539567594,0.139637855629356,0.52225745488676,-0.537081505920527,-0.0394011037406296,12.0878736521951,-3.47587863882265,-2.47494528427888,0.253333333333333,0.0233333333333334,-0.303333333333334,4.78739936976525,-1.58807634562507,4.83333333333333,-1.4,-0.299999999999997,-3.3,-0.566666666666663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1997-12-01,0.767348964023365,0.0606074133499572,0.834943835739237,0.0966235328729092,0.834943835739237,0.804988954690949,3.25607094259877,-0.159493254062989,-0.692922305991191,-0.226364871118218,2.73841158990461,-0.597002139522958,2.25262935107143,0.0622719301159875,1.49993197285815,-0.0972974851957813,0.1,0.331308972295997,0.322176759793744,0.1490313241559,0.212464669159401,-0.308801068857651,NaN,1.63491380015296,1.63491380015296,1.07969090306433,-2.17035032017053,1.63628572104803,0.677279934009238,-1.46401728619383,-0.0593965329888124,0.585420246219823,-2.00904695894024,0.667716542081002,-4.94736378150089,3.05823939472308,4.97994892178584,0.42,0.13,-0.146666666666666,-0.828352642664387,-5.36749567220378,1.93333333333333,0.866666666666667,3.76666666666667,1.4,-0.200000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1998-03-01,0.961495071661887,-0.0933253858742386,0.573981167669952,-0.385867747275237,0.573981167669952,-0.697722444201739,4.05417996273089,-0.749700484985153,1.47761996286793,-0.125813088658391,2.61332015905315,0.720321867706023,1.52280972907435,-0.381580763124512,4.14986964131141,-0.827455766189483,0.3,-0.257589838843183,0,-0.149031324155897,0.141392741830927,-0.309757604413417,NaN,1.7984031659703,1.7984031659703,2.2511037635534,2.2367293468362,0.622279543826886,1.37424653104603,6.56437038281604,0.22848335632401,-0.413942639182709,-3.38382102463537,0.298048250343941,15.850604840115,-1.14966363591888,0.405974289271116,-0.243333333333334,-0.46,-0.53,-20.891986577131,-0.9483475118008,2.83333333333333,2.56666666666666,2.83333333333333,2.43333333333333,-0.433333333333337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1998-06-01,-0.463744507324262,0.604648562738396,-0.244070795539741,0.27243456101971,-0.244070795539741,0.178980844785683,1.77760513314456,-0.528946130094967,-3.23621102586046,0.316769174912106,4.83185772708077,-1.4075553848595,2.52721031007151,-0.464699000479731,2.1376334753585,-1.15247680950863,-0.3,0.441177186166336,0.39236718788172,-0.373552918508758,-0.176772186742693,0.721280818924078,NaN,0.113700978707532,0.113700978707532,-0.126076923613553,0.595436757582129,1.0695289116748,-1.44176847824341,-11.8506170815422,0.608712948639589,0.141172960293884,-1.05728555285307,1.00483843464988,12.9536650614103,1.29885160534295,1.61284226344766,0.116666666666667,0.04,-0.0200000000000005,-5.2612951468274,-5.78076303764588,-0.6,5.73333333333333,0.933333333333334,0.400000000000002,5.86666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
